0.000102
0.000271, 0.000245, 0.000238, 0.000235, 0.000235, 0.000234, 0.000268, 0.000235, 0.000230, 0.000237, 0.000239, 0.000238, 0.000232, 0.000241, 0.000241, 0.000241, 0.000242, 0.000241, 0.000237, 0.000230, 0.000240, 0.000239, 0.000239, 0.000234, 0.000240, 0.000238, 0.000236, 0.000235, 0.000235, 0.000238, 0.000238, 0.000230, 0.000227, 0.000234, 0.000236, 0.000231, 0.000229, 0.000236, 0.000235, 0.000239, 0.000236, 0.000238, 0.000237, 0.000235, 0.000240, 0.000241, 0.000240, 0.000235, 0.000240, 0.000238, 0.000235, 0.000230, 0.000237, 0.000239, 0.000233, 0.000257, 0.000231, 0.000229, 0.000232, 0.000237, 0.000233, 0.000231, 0.000234, 0.000241, 0.000231, 0.000232, 0.000235, 0.000235, 0.000233, 0.000236, 0.000236, 0.000237, 0.000239, 0.000239, 0.000238, 0.000245, 0.000240, 0.000237, 0.000238, 0.000239, 0.000236, 0.000237, 0.000237, 0.000233, 0.000238, 0.000232, 0.000236, 0.000237, 0.000236, 0.000232, 0.000241, 0.000237, 0.000276, 0.000241, 0.000241, 0.000236, 0.000234, 0.000234, 0.000231, 0.000232, 0.000275, 0.000274, 0.000268, 0.000260, 0.000231, 0.000232, 0.000234, 0.000234, 0.000236, 0.000240, 0.000233, 0.000234, 0.000234, 0.000234, 0.000232, 0.000234, 0.000232, 0.000263, 0.000240, 0.000232, 0.000232, 0.000233, 0.000232, 0.000232, 0.000231, 0.000230, 0.000229, 0.000231, 0.000229, 0.000230, 0.000254, 0.000281, 0.000245, 0.000282, 0.000242, 0.000271, 0.000285, 0.000281, 0.000283, 0.000229, 0.000229, 0.000280, 0.000228, 0.000279, 0.000282, 0.000282, 0.000283, 0.000282, 0.000283, 0.000284, 0.000295, 0.000281, 0.000281, 0.000283, 0.000281, 0.000253, 0.000294, 0.000255, 0.000268, 0.000280, 0.000256, 0.000292, 0.000259, 0.000378, 0.000233, 0.000232, 0.000260, 0.000232, 0.000281, 0.000253, 0.000288, 0.000230, 0.000225, 0.000229, 0.000226, 0.000250, 0.000231, 0.000231, 0.000231, 0.000233, 0.000234, 0.000870, 0.000850, 0.001402, 0.000665, 0.000441, 0.000276, 0.000232, 0.000261, 0.000262, 0.000263, 0.000253, 0.000263, 0.000263, 0.000238, 0.000237, 0.000238, 0.000235, 0.000254, 0.000234, 0.000233, 0.000239, 0.000235, 0.000237, 0.000256, 0.000236, 0.000233, 0.000232, 0.000256, 0.000234, 0.000234, 0.000234, 0.000233, 0.000238, 0.000234, 0.000233, 0.000262, 0.000232, 0.000251, 0.000233, 0.000232, 0.000233, 0.000254, 0.000234, 0.000232, 0.000233, 0.000246, 0.000235, 0.000235, 0.000235, 0.000236, 0.000233, 0.000234, 0.000330, 0.000233, 0.000262, 0.000259, 0.000229, 0.000243, 0.000229, 0.000229, 0.000254, 0.000253, 0.000229, 0.000255, 0.000233, 0.000233, 0.000232, 0.000235, 0.000236, 0.000237, 0.000232, 0.000235, 0.000236, 0.000232, 0.000229, 0.000230, 0.000231, 0.000230, 0.000244, 0.000225, 0.000223, 0.000228, 0.000248, 0.000228, 0.000230, 0.000230, 0.000229, 0.000231, 0.000232, 0.000262, 0.000233, 0.000234, 0.000233, 0.000231, 0.000234, 0.000234, 0.000233, 0.000235, 0.000234, 0.000235, 0.000235, 0.000232, 0.000235, 0.000236, 0.000236, 0.000235, 0.000250, 0.000235, 0.000232, 0.000233, 0.000261, 0.000229, 0.000231, 0.000273, 0.000254, 0.000256, 0.000257, 0.000275, 0.000227, 0.000257, 0.000231, 0.000261, 0.000257, 0.000259, 0.000261, 0.000228, 0.000232, 0.000256, 0.000270, 0.000254, 0.000280, 0.000255, 0.000254, 0.000229, 0.000276, 0.000226, 0.000227, 0.000232, 0.000232, 0.000226, 0.000271, 0.000232, 0.000266, 0.000241, 0.000230, 0.000232, 0.000232, 0.000233, 0.000233, 0.000231, 0.000233, 0.000232, 0.000233, 0.000234, 0.000262, 0.000258, 0.000261, 0.000242, 0.000257, 0.000252, 0.000241, 0.000252, 0.000250, 0.000252, 0.000283, 0.000254, 0.000260, 0.000432, 0.000361, 0.000298, 0.000325, 0.000231, 0.000275, 0.000285, 0.000286, 0.000231, 0.000267, 0.000283, 0.000285, 0.000286, 0.000283, 0.000283, 0.000285, 0.000287, 0.000284, 0.000232, 0.000272, 0.000270, 0.000281, 0.000228, 0.000281, 0.000281, 0.000282, 0.000282, 0.000281, 0.000283, 0.000254, 0.000283, 0.000256, 0.000243, 0.000284, 0.000283, 0.000283, 0.000286, 0.000282, 0.000283, 0.000255, 0.000283, 0.000261, 0.000282, 0.000281, 0.000283, 0.000283, 0.000243, 0.000283, 0.000285, 0.000283, 0.000285, 0.000243, 0.000283, 0.000285, 0.000284, 0.000286, 0.000285, 0.000285, 0.000256, 0.000233, 0.000284, 0.000285, 0.000286, 0.000302, 0.000283, 0.000282, 0.000285, 0.000283, 0.000257, 0.000258, 0.000287, 0.000287, 0.000261, 0.000290, 0.000262, 0.000277, 0.000318, 0.000240, 0.000295, 0.000295, 0.000251, 0.000299, 0.000272, 0.000294, 0.000302, 0.000290, 0.000291, 0.000291, 0.000289, 0.000290, 0.000249, 0.000265, 0.000250, 0.000293, 0.000293, 0.000292, 0.000293, 0.000263, 0.000307, 0.000239, 0.000266, 0.000265, 0.000267, 0.000240, 0.000252, 0.000269, 0.000243, 0.000271, 0.000272, 0.000283, 0.000243, 0.000244, 0.000244, 0.000245, 0.000245, 0.000243, 0.000244, 0.000245, 0.000247, 0.000245, 0.000245, 0.000242, 0.000243, 0.000241, 0.000242, 0.000241, 0.000240, 0.000241, 0.000274, 0.000238, 0.000240, 0.000239, 0.000239, 0.000299, 0.000271, 0.000269, 0.000270, 0.000294, 0.000296, 0.000292, 0.000268, 0.000415, 0.000381, 0.000236, 0.000263, 0.000246, 0.000239, 0.000239, 0.000240, 0.000242, 0.000240, 0.000241
