0.000100
0.000289, 0.000352, 0.000343, 0.000316, 0.000326, 0.000378, 0.000379, 0.000366, 0.000245, 0.000350, 0.000301, 0.000309, 0.000666, 0.000641, 0.000642, 0.000652, 0.000626, 0.000638, 0.000237, 0.000250, 0.000238, 0.000247, 0.000246, 0.000235, 0.000240, 0.000241, 0.000233, 0.000234, 0.000234, 0.000275, 0.000233, 0.000237, 0.000278, 0.000271, 0.000243, 0.000243, 0.000240, 0.000243, 0.000238, 0.000242, 0.000244, 0.000242, 0.000236, 0.000237, 0.000237, 0.000259, 0.000244, 0.000243, 0.000239, 0.000240, 0.000238, 0.000237, 0.000240, 0.000239, 0.000246, 0.000256, 0.000246, 0.000245, 0.000244, 0.000247, 0.000240, 0.000247, 0.000241, 0.000245, 0.000246, 0.000245, 0.000266, 0.000241, 0.000239, 0.000241, 0.000247, 0.000247, 0.000245, 0.000278, 0.000274, 0.000273, 0.000294, 0.000249, 0.000248, 0.000248, 0.000281, 0.000242, 0.000245, 0.000246, 0.000235, 0.000275, 0.000244, 0.000242, 0.000236, 0.000243, 0.000238, 0.000239, 0.000243, 0.000236, 0.000238, 0.000245, 0.000244, 0.000239, 0.000246, 0.000246
